match_id,date,gender,tournament,round,player_1,player_2,match_score,winner,loser,p1_fsp,p1_ssp,p1_df,p2_fsp,p2_ssp,p2_df
20221008-M-Tokyo-SF-Taylor_Fritz-Denis_Shapovalov,20221008,M,Tokyo,SF,Taylor Fritz,Denis Shapovalov,6-3 6-7 6-3,Taylor Fritz,Denis Shapovalov,54.0,90.0,5,67.0,96.0,1
20221011-M-Gijon-R32-Andy_Murray-Alejandro_Davidovich_Fokina,20221011,M,Gijon,R32,Andy Murray,Alejandro Davidovich Fokina,7-5 6-2,Andy Murray,Alejandro Davidovich Fokina,55.0,97.0,1,70.0,100.0,0
20221012-M-Florence-R16-Roberto_Carballes_Baena-Matteo_Berrettini,20221012,M,Florence,R16,Roberto Carballes Baena,Matteo Berrettini,5-7 7-6 7-5,Roberto Carballes Baena,Matteo Berrettini,72.0,86.0,5,64.0,97.0,1
20221013-W-San_Diego-R16-Coco_Gauff-Bianca_Andreescu,20221013,W,San Diego,R16,Coco Gauff,Bianca Andreescu,6-4 4-6 6-3,Coco Gauff,Bianca Andreescu,58.0,83.0,6,73.0,96.0,1
20221016-M-Ortisei_CH-R16-Antoine_Escoffier-Mattia_Bellucci,20221016,M,Ortisei CH,R16,Antoine Escoffier,Mattia Bellucci,7-6 6-4,Antoine Escoffier,Mattia Bellucci,61.0,85.0,4,59.0,83.0,5
20221017-W-Guadalajara-R64-Linda_Fruhvirtova-Sloane_Stephens,20221017,W,Guadalajara,R64,Linda Fruhvirtova,Sloane Stephens,0-6 2-6,Sloane Stephens,Linda Fruhvirtova,56.0,80.0,3,80.0,88.0,1
20221019-M-Antwerp-R32-Dominic_Thiem-Michael_Geerts,20221019,M,Antwerp,R32,Dominic Thiem,Michael Geerts,6-4 6-0,Dominic Thiem,Michael Geerts,83.0,100.0,0,55.0,100.0,0
20221019-M-Naples-R32-Nicolas_Jarry-Roberto_Carballes_Baena,20221019,M,Naples,R32,Nicolas Jarry,Roberto Carballes Baena,4-6 4-6,Roberto Carballes Baena,Nicolas Jarry,65.0,92.0,2,60.0,79.0,5
20221019-W-Guadalajara-R32-Aryna_Sabalenka-Liudmila_Samsonova,20221019,W,Guadalajara,R32,Aryna Sabalenka,Liudmila Samsonova,4-6 6-2 2-6,Liudmila Samsonova,Aryna Sabalenka,65.0,59.0,11,42.0,87.0,7
20221027-W-Tampico-QF-Leylah_Fernandez-Rebecca_Marino,20221027,W,Tampico,QF,Leylah Fernandez,Rebecca Marino,3-6 3-6,Rebecca Marino,Leylah Fernandez,73.0,86.0,2,60.0,90.0,2
20221101-M-Paris_Masters-R32-Casper_Ruud-Richard_Gasquet,20221101,M,Paris Masters,R32,Casper Ruud,Richard Gasquet,6-1 7-6,Casper Ruud,Richard Gasquet,61.0,96.0,1,71.0,93.0,1
20221101-M-Paris_Masters-R32-Novak_Djokovic-Maxime_Cressy,20221101,M,Paris Masters,R32,Novak Djokovic,Maxime Cressy,7-6 6-4,Novak Djokovic,Maxime Cressy,70.0,88.0,2,60.0,68.0,10
20221105-M-Paris_Masters-SF-Novak_Djokovic-Stefanos_Tsitsipas,20221105,M,Paris Masters,SF,Novak Djokovic,Stefanos Tsitsipas,6-2 3-6 7-6,Novak Djokovic,Stefanos Tsitsipas,67.0,100.0,0,69.0,96.0,1
20221109-W-BJK_Cup_Finals-RR-Jil_Teichmann-Elisabetta_Cocciaretto,20221109,W,BJK Cup Finals,RR,Jil Teichmann,Elisabetta Cocciaretto,6-3 4-6 7-6,Jil Teichmann,Elisabetta Cocciaretto,65.0,89.0,4,76.0,100.0,0
20221110-W-BJK_Cup_Finals-RR-Magdalena_Frech-Karolina_Muchova,20221110,W,BJK Cup Finals,RR,Magdalena Frech,Karolina Muchova,2-6 2-6,Karolina Muchova,Magdalena Frech,49.0,91.0,2,64.0,94.0,1
20221113-W-BJK_Cup_Finals-F-Ajla_Tomljanovic-Belinda_Bencic,20221113,W,BJK Cup Finals,F,Ajla Tomljanovic,Belinda Bencic,2-6 1-6,Belinda Bencic,Ajla Tomljanovic,65.0,84.0,3,74.0,58.0,5
20221117-M-Tour_Finals-RR-Taylor_Fritz-Felix_Auger_Aliassime,20221117,M,Tour Finals,RR,Taylor Fritz,Felix Auger Aliassime,7-6 6-7 6-2,Taylor Fritz,Felix Auger Aliassime,62.0,97.0,1,66.0,94.0,2
20221119-M-Tour_Finals-SF-Taylor_Fritz-Novak_Djokovic,20221119,M,Tour Finals,SF,Taylor Fritz,Novak Djokovic,6-7 6-7,Novak Djokovic,Taylor Fritz,68.0,96.0,1,70.0,96.0,1
20221213-W-Limoges-R16-Katrina_Scott-Ana_Bogdan,20221213,W,Limoges,R16,Katrina Scott,Ana Bogdan,3-6 5-7,Ana Bogdan,Katrina Scott,55.0,94.0,2,61.0,100.0,0
20230104-W-Adelaide-R16-Veronika_Kudermetova-Bianca_Andreescu,20230104,W,Adelaide,R16,Veronika Kudermetova,Bianca Andreescu,6-4 6-0,Veronika Kudermetova,Bianca Andreescu,60.0,100.0,0,63.0,89.0,2
20230106-M-Adelaide-QF-Karen_Khachanov-Daniil_Medvedev,20230106,M,Adelaide,QF,Karen Khachanov,Daniil Medvedev,3-6 3-6,Daniil Medvedev,Karen Khachanov,70.0,89.0,2,65.0,72.0,5
20230108-M-Adelaide-F-Novak_Djokovic-Sebastian_Korda,20230108,M,Adelaide,F,Novak Djokovic,Sebastian Korda,6-7 7-6 6-4,Novak Djokovic,Sebastian Korda,63.0,89.0,4,59.0,92.0,4
20230111-W-Australian_Open-Q3-Sophie_Chang-Oksana_Selekhmeteva,20230111,W,Australian Open,Q3,Sophie Chang,Oksana Selekhmeteva,3-6 3-6,Oksana Selekhmeteva,Sophie Chang,60.0,90.0,2,65.0,100.0,0
20230116-W-Australian_Open-R128-Coco_Gauff-Katerina_Siniakova,20230116,W,Australian Open,R128,Coco Gauff,Katerina Siniakova,6-1 6-4,Coco Gauff,Katerina Siniakova,70.0,94.0,1,62.0,88.0,2
20230116-W-Australian_Open-R128-Jessica_Pegula-Jaqueline_Cristian,20230116,W,Australian Open,R128,Jessica Pegula,Jaqueline Cristian,6-0 6-1,Jessica Pegula,Jaqueline Cristian,67.0,93.0,1,63.0,94.0,1
20230117-W-Australian_Open-R128-Evgeniya_Rodina-Katie_Volynets,20230117,W,Australian Open,R128,Evgeniya Rodina,Katie Volynets,3-6 2-6,Katie Volynets,Evgeniya Rodina,80.0,92.0,1,70.0,100.0,0
20230118-M-Australian_Open-R64-John_Millman-Daniil_Medvedev,20230118,M,Australian Open,R64,John Millman,Daniil Medvedev,5-7 2-6 2-6,Daniil Medvedev,John Millman,65.0,96.0,1,68.0,90.0,3
20230118-M-Australian_Open-R64-Rafael_Nadal-Mackenzie_Mcdonald,20230118,M,Australian Open,R64,Rafael Nadal,Mackenzie Mcdonald,4-6 4-6 5-7,Mackenzie Mcdonald,Rafael Nadal,64.0,95.0,2,67.0,94.0,2
20230118-W-Australian_Open-R64-Aliaksandra_Sasnovich-Jessica_Pegula,20230118,W,Australian Open,R64,Aliaksandra Sasnovich,Jessica Pegula,2-6 6-7,Jessica Pegula,Aliaksandra Sasnovich,61.0,81.0,5,65.0,84.0,4
20230118-W-Australian_Open-R64-Olivia_Gadecki-Marta_Kostyuk,20230118,W,Australian Open,R64,Olivia Gadecki,Marta Kostyuk,2-6 1-6,Marta Kostyuk,Olivia Gadecki,65.0,83.0,3,53.0,100.0,0
20230118-W-Australian_Open-R64-Veronika_Kudermetova-Katie_Volynets,20230118,W,Australian Open,R64,Veronika Kudermetova,Katie Volynets,4-6 6-2 2-6,Katie Volynets,Veronika Kudermetova,72.0,96.0,1,76.0,91.0,2
20230119-M-Australian_Open-R64-Andy_Murray-Thanasi_Kokkinakis,20230119,M,Australian Open,R64,Andy Murray,Thanasi Kokkinakis,4-6 6-7 7-6 6-3 7-5,Andy Murray,Thanasi Kokkinakis,65.0,95.0,3,70.0,92.0,5
20230119-M-Australian_Open-R64-Maxime_Cressy-Holger_Rune,20230119,M,Australian Open,R64,Maxime Cressy,Holger Rune,5-7 4-6 4-6,Holger Rune,Maxime Cressy,56.0,68.0,12,68.0,83.0,5
20230119-W-Australian_Open-R64-Anna_Karolina_Schmiedlova-Camila_Giorgi,20230119,W,Australian Open,R64,Anna Karolina Schmiedlova,Camila Giorgi,4-6 3-6,Camila Giorgi,Anna Karolina Schmiedlova,60.0,84.0,4,52.0,77.0,7
20230119-W-Australian_Open-R64-Donna_Vekic-Liudmila_Samsonova,20230119,W,Australian Open,R64,Donna Vekic,Liudmila Samsonova,6-3 6-0,Donna Vekic,Liudmila Samsonova,59.0,76.0,4,42.0,88.0,3
20230120-M-Australian_Open-R32-Felix_Auger_Aliassime-Francisco_Cerundolo,20230120,M,Australian Open,R32,Felix Auger Aliassime,Francisco Cerundolo,6-1 3-6 6-1 6-4,Felix Auger Aliassime,Francisco Cerundolo,63.0,85.0,5,67.0,91.0,3
20230120-M-Australian_Open-R32-Hubert_Hurkacz-Denis_Shapovalov,20230120,M,Australian Open,R32,Hubert Hurkacz,Denis Shapovalov,7-6 6-4 1-6 4-6 6-3,Hubert Hurkacz,Denis Shapovalov,66.0,89.0,6,56.0,78.0,16
20230121-W-Australian_Open-R32-Laura_Siegemund-Caroline_Garcia,20230121,W,Australian Open,R32,Laura Siegemund,Caroline Garcia,6-1 3-6 3-6,Caroline Garcia,Laura Siegemund,75.0,100.0,0,68.0,83.0,4
20230121-W-Australian_Open-R32-Linda_Fruhvirtova-Marketa_Vondrousova,20230121,W,Australian Open,R32,Linda Fruhvirtova,Marketa Vondrousova,7-5 2-6 6-3,Linda Fruhvirtova,Marketa Vondrousova,66.0,67.0,11,69.0,78.0,6
20230123-M-Australian_Open-R16-Andrey_Rublev-Holger_Rune,20230123,M,Australian Open,R16,Andrey Rublev,Holger Rune,6-3 3-6 6-3 4-6 7-6,Andrey Rublev,Holger Rune,65.0,93.0,4,56.0,83.0,12
20230125-M-Australian_Open-QF-Novak_Djokovic-Andrey_Rublev,20230125,M,Australian Open,QF,Novak Djokovic,Andrey Rublev,6-1 6-2 6-4,Novak Djokovic,Andrey Rublev,64.0,84.0,5,70.0,89.0,3
20230128-M-Australian_Open_Juniors-F-Learner_Tien-Alexander_Blockx,20230128,M,Australian Open Juniors,F,Learner Tien,Alexander Blockx,1-6 6-2 6-7,Alexander Blockx,Learner Tien,72.0,96.0,1,66.0,92.0,3
20230130-W-Lyon-R32-Linda_Noskova-Garbine_Muguruza,20230130,W,Lyon,R32,Linda Noskova,Garbine Muguruza,6-1 6-4,Linda Noskova,Garbine Muguruza,53.0,88.0,4,64.0,94.0,1
20230203-W-Lyon-QF-Linda_Noskova-Camila_Osorio,20230203,W,Lyon,QF,Linda Noskova,Camila Osorio,4-6 6-7,Camila Osorio,Linda Noskova,63.0,79.0,6,60.0,81.0,5
20230204-M-Davis_Cup_Qualifiers-RR-Lukas_Klein-Tallon_Griekspoor,20230204,M,Davis Cup Qualifiers,RR,Lukas Klein,Tallon Griekspoor,6-7 6-2 4-6,Tallon Griekspoor,Lukas Klein,68.0,97.0,1,57.0,91.0,4
20230205-M-Davis_Cup_Qualifiers-RR-Jozef_Kovalik-Matwe_Middelkoop,20230205,M,Davis Cup Qualifiers,RR,Jozef Kovalik,Matwe Middelkoop,4-6 4-6,Matwe Middelkoop,Jozef Kovalik,71.0,88.0,2,57.0,100.0,0
20230214-W-Doha-R32-Paula_Badosa-Beatriz_Haddad_Maia,20230214,W,Doha,R32,Paula Badosa,Beatriz Haddad Maia,6-7 3-6,Beatriz Haddad Maia,Paula Badosa,53.0,84.0,5,77.0,90.0,2
20230215-M-Rotterdam-R32-Andrey_Rublev-Alex_De_Minaur,20230215,M,Rotterdam,R32,Andrey Rublev,Alex De Minaur,4-6 4-6,Alex De Minaur,Andrey Rublev,53.0,91.0,3,59.0,82.0,4
20230216-M-Buenos_Aires-R16-Dominic_Thiem-Juan_Pablo_Varillas,20230216,M,Buenos Aires,R16,Dominic Thiem,Juan Pablo Varillas,4-6 4-6,Juan Pablo Varillas,Dominic Thiem,58.0,92.0,2,51.0,97.0,1
20230216-M-Buenos_Aires-R16-Jaume_Munar-Francisco_Cerundolo,20230216,M,Buenos Aires,R16,Jaume Munar,Francisco Cerundolo,2-6 1-6,Francisco Cerundolo,Jaume Munar,71.0,87.0,2,76.0,92.0,1
20230217-M-Buenos_Aires-QF-Bernabe_Zapata_Miralles-Francisco_Cerundolo,20230217,M,Buenos Aires,QF,Bernabe Zapata Miralles,Francisco Cerundolo,6-3 6-7 6-3,Bernabe Zapata Miralles,Francisco Cerundolo,72.0,97.0,1,70.0,90.0,3
20230221-M-Rio_de_Janeiro-R32-Lorenzo_Musetti-Nicolas_Jarry,20230221,M,Rio de Janeiro,R32,Lorenzo Musetti,Nicolas Jarry,4-6 1-6,Nicolas Jarry,Lorenzo Musetti,59.0,82.0,4,56.0,94.0,1
20230222-M-Rio_de_Janeiro-R32-Sebastian_Baez-Thomaz_Bellucci,20230222,M,Rio de Janeiro,R32,Sebastian Baez,Thomaz Bellucci,6-3 6-2,Sebastian Baez,Thomaz Bellucci,67.0,94.0,1,54.0,91.0,3
20230225-M-Doha-F-Andy_Murray-Daniil_Medvedev,20230225,M,Doha,F,Andy Murray,Daniil Medvedev,4-6 4-6,Daniil Medvedev,Andy Murray,60.0,96.0,1,62.0,83.0,5
20230301-M-Dubai-R16-Hubert_Hurkacz-Pavel_Kotov,20230301,M,Dubai,R16,Hubert Hurkacz,Pavel Kotov,7-5 6-1,Hubert Hurkacz,Pavel Kotov,68.0,94.0,1,65.0,94.0,1
20230301-W-ITF_Trnava-R32-Tamara_Korpatsch-Weronika_Falkowska,20230301,W,ITF Trnava,R32,Tamara Korpatsch,Weronika Falkowska,3-6 3-6,Weronika Falkowska,Tamara Korpatsch,53.0,72.0,7,68.0,100.0,0
20230302-M-Acapulco-QF-Tommy_Paul-Mackenzie_Mcdonald,20230302,M,Acapulco,QF,Tommy Paul,Mackenzie Mcdonald,6-2 6-2,Tommy Paul,Mackenzie Mcdonald,77.0,90.0,1,60.0,94.0,1
20230304-M-Acapulco-F-Tommy_Paul-Alex_De_Minaur,20230304,M,Acapulco,F,Tommy Paul,Alex De Minaur,6-3 4-6 1-6,Alex De Minaur,Tommy Paul,60.0,89.0,4,50.0,98.0,1
20230305-W-Austin-F-Varvara_Gracheva-Marta_Kostyuk,20230305,W,Austin,F,Varvara Gracheva,Marta Kostyuk,3-6 5-7,Marta Kostyuk,Varvara Gracheva,66.0,81.0,5,50.0,65.0,9
20230310-M-Indian_Wells_Masters-R64-Brandon_Nakashima-Daniil_Medvedev,20230310,M,Indian Wells Masters,R64,Brandon Nakashima,Daniil Medvedev,4-6 3-6,Daniil Medvedev,Brandon Nakashima,72.0,94.0,1,59.0,91.0,2
20230311-W-Indian_Wells-R64-Bernarda_Pera-Liudmila_Samsonova,20230311,W,Indian Wells,R64,Bernarda Pera,Liudmila Samsonova,2-6 7-6 7-6,Bernarda Pera,Liudmila Samsonova,55.0,86.0,7,58.0,90.0,5
20230313-W-Indian_Wells-R32-Iga_Swiatek-Bianca_Andreescu,20230313,W,Indian Wells,R32,Iga Swiatek,Bianca Andreescu,6-3 7-6,Iga Swiatek,Bianca Andreescu,68.0,100.0,0,76.0,88.0,2
20230321-W-Miami-R128-Camila_Giorgi-Kaia_Kanepi,20230321,W,Miami,R128,Camila Giorgi,Kaia Kanepi,7-6 6-7 7-6,Camila Giorgi,Kaia Kanepi,55.0,77.0,14,59.0,87.0,7
20230324-M-Miami_Masters-R64-Grigor_Dimitrov-Jan_Lennard_Struff,20230324,M,Miami Masters,R64,Grigor Dimitrov,Jan Lennard Struff,4-6 7-6 6-4,Grigor Dimitrov,Jan Lennard Struff,61.0,92.0,3,63.0,88.0,5
20230325-M-Miami_Masters-R64-Daniil_Medvedev-Roberto_Carballes_Baena,20230325,M,Miami Masters,R64,Daniil Medvedev,Roberto Carballes Baena,6-1 6-2,Daniil Medvedev,Roberto Carballes Baena,66.0,94.0,1,62.0,93.0,1
20230325-W-Miami-R32-Petra_Martic-Elise_Mertens,20230325,W,Miami,R32,Petra Martic,Elise Mertens,4-6 3-6,Elise Mertens,Petra Martic,43.0,83.0,5,55.0,65.0,13
20230325-W-Miami-R32-Qinwen_Zheng-Liudmila_Samsonova,20230325,W,Miami,R32,Qinwen Zheng,Liudmila Samsonova,5-7 7-6 6-3,Qinwen Zheng,Liudmila Samsonova,61.0,85.0,6,51.0,84.0,9
20230327-M-Miami_Masters-R32-Jiri_Lehecka-Karen_Khachanov,20230327,M,Miami Masters,R32,Jiri Lehecka,Karen Khachanov,2-6 4-6,Karen Khachanov,Jiri Lehecka,68.0,92.0,2,65.0,94.0,1
20230328-M-Miami_Masters-R16-Karen_Khachanov-Stefanos_Tsitsipas,20230328,M,Miami Masters,R16,Karen Khachanov,Stefanos Tsitsipas,7-6 6-4,Karen Khachanov,Stefanos Tsitsipas,73.0,100.0,0,58.0,86.0,4
20230330-M-Miami_Masters-QF-Taylor_Fritz-Carlos_Alcaraz,20230330,M,Miami Masters,QF,Taylor Fritz,Carlos Alcaraz,4-6 2-6,Carlos Alcaraz,Taylor Fritz,58.0,79.0,5,69.0,100.0,0
20230401-W-Miami-F-Elena_Rybakina-Petra_Kvitova,20230401,W,Miami,F,Elena Rybakina,Petra Kvitova,6-7 2-6,Petra Kvitova,Elena Rybakina,54.0,91.0,3,76.0,100.0,0
20230407-M-Estoril-R16-Ben_Shelton-Dominic_Thiem,20230407,M,Estoril,R16,Ben Shelton,Dominic Thiem,2-6 2-6,Dominic Thiem,Ben Shelton,55.0,79.0,5,58.0,93.0,1
20230411-M-Monte_Carlo_Masters-R64-Alejandro_Davidovich_Fokina-Karen_Khachanov,20230411,M,Monte Carlo Masters,R64,Alejandro Davidovich Fokina,Karen Khachanov,2-6 2-6,Karen Khachanov,Alejandro Davidovich Fokina,80.0,90.0,1,70.0,94.0,1
20230411-M-Monte_Carlo_Masters-R64-Jiri_Lehecka-Emil_Ruusuvuori,20230411,M,Monte Carlo Masters,R64,Jiri Lehecka,Emil Ruusuvuori,6-1 7-5,Jiri Lehecka,Emil Ruusuvuori,72.0,95.0,1,51.0,93.0,2
20230411-W-ITF_Chiasso-Q2-Mirra_Andreeva-Alina_Granwehr,20230411,W,ITF Chiasso,Q2,Mirra Andreeva,Alina Granwehr,6-1 6-1,Mirra Andreeva,Alina Granwehr,61.0,100.0,0,53.0,95.0,1
20230412-M-Monte_Carlo_Masters-R32-Botic_Van_De_Zandschulp-Casper_Ruud,20230412,M,Monte Carlo Masters,R32,Botic Van De Zandschulp,Casper Ruud,5-7 6-7,Casper Ruud,Botic Van De Zandschulp,55.0,92.0,3,54.0,92.0,3
20230413-M-Monte_Carlo_Masters-R16-Alexander_Zverev-Daniil_Medvedev,20230413,M,Monte Carlo Masters,R16,Alexander Zverev,Daniil Medvedev,6-3 5-7 6-7,Daniil Medvedev,Alexander Zverev,62.0,91.0,4,54.0,83.0,8
20230413-M-Monte_Carlo_Masters-R16-Novak_Djokovic-Lorenzo_Musetti,20230413,M,Monte Carlo Masters,R16,Novak Djokovic,Lorenzo Musetti,6-4 5-7 4-6,Lorenzo Musetti,Novak Djokovic,67.0,81.0,6,56.0,100.0,0
20230414-M-Monte_Carlo_Masters-QF-Stefanos_Tsitsipas-Taylor_Fritz,20230414,M,Monte Carlo Masters,QF,Stefanos Tsitsipas,Taylor Fritz,2-6 4-6,Taylor Fritz,Stefanos Tsitsipas,53.0,95.0,1,56.0,95.0,1
20230415-M-Monte_Carlo_Masters-SF-Taylor_Fritz-Andrey_Rublev,20230415,M,Monte Carlo Masters,SF,Taylor Fritz,Andrey Rublev,7-5 1-6 3-6,Andrey Rublev,Taylor Fritz,49.0,88.0,6,55.0,93.0,3
20230420-M-Banja_Luka-R16-Dusan_Lajovic-Gregoire_Barrere,20230420,M,Banja Luka,R16,Dusan Lajovic,Gregoire Barrere,6-3 6-0,Dusan Lajovic,Gregoire Barrere,73.0,100.0,0,60.0,95.0,1
20230423-M-Banja_Luka-F-Dusan_Lajovic-Andrey_Rublev,20230423,M,Banja Luka,F,Dusan Lajovic,Andrey Rublev,6-3 4-6 6-4,Dusan Lajovic,Andrey Rublev,67.0,100.0,0,55.0,91.0,4
20230425-W-Madrid-R128-Sofia_Kenin-Maryna_Zanevska,20230425,W,Madrid,R128,Sofia Kenin,Maryna Zanevska,0-6 3-6,Maryna Zanevska,Sofia Kenin,81.0,89.0,1,68.0,67.0,4
20230427-W-Madrid-R64-Arantxa_Rus-Maria_Sakkari,20230427,W,Madrid,R64,Arantxa Rus,Maria Sakkari,4-6 4-6,Maria Sakkari,Arantxa Rus,77.0,87.0,2,65.0,91.0,2
20230514-M-Rome_Masters-R64-Emil_Ruusuvuori-Daniil_Medvedev,20230514,M,Rome Masters,R64,Emil Ruusuvuori,Daniil Medvedev,4-6 2-6,Daniil Medvedev,Emil Ruusuvuori,76.0,100.0,0,65.0,89.0,2
20230514-M-Rome_Masters-R64-Taylor_Fritz-Yannick_Hanfmann,20230514,M,Rome Masters,R64,Taylor Fritz,Yannick Hanfmann,4-6 1-6,Yannick Hanfmann,Taylor Fritz,45.0,93.0,2,57.0,100.0,0
20230520-M-Rome_Masters-SF-Casper_Ruud-Holger_Rune,20230520,M,Rome Masters,SF,Casper Ruud,Holger Rune,7-6 4-6 2-6,Holger Rune,Casper Ruud,55.0,85.0,6,64.0,97.0,1
20230523-W-Rabat-R32-Tatjana_Maria-Tatiana_Prozorova,20230523,W,Rabat,R32,Tatjana Maria,Tatiana Prozorova,7-5 6-7 6-0,Tatjana Maria,Tatiana Prozorova,62.0,93.0,3,59.0,86.0,6
20230525-W-Roland_Garros-Q3-Elina_Avanesyan-Kayla_Day,20230525,W,Roland Garros,Q3,Elina Avanesyan,Kayla Day,7-5 4-6 6-7,Kayla Day,Elina Avanesyan,83.0,100.0,0,59.0,98.0,1
20230527-W-Strasbourg-F-Anna_Blinkova-Elina_Svitolina,20230527,W,Strasbourg,F,Anna Blinkova,Elina Svitolina,2-6 3-6,Elina Svitolina,Anna Blinkova,53.0,93.0,2,61.0,90.0,3
20230528-W-Roland_Garros-R128-Jule_Niemeier-Daria_Kasatkina,20230528,W,Roland Garros,R128,Jule Niemeier,Daria Kasatkina,3-6 4-6,Daria Kasatkina,Jule Niemeier,61.0,79.0,5,66.0,55.0,9
20230529-M-Roland_Garros-R128-Flavio_Cobolli-Carlos_Alcaraz,20230529,M,Roland Garros,R128,Flavio Cobolli,Carlos Alcaraz,0-6 2-6 5-7,Carlos Alcaraz,Flavio Cobolli,64.0,87.0,4,57.0,94.0,2
20230529-M-Roland_Garros-R128-Thiago_Agustin_Tirante-Botic_Van_De_Zandschulp,20230529,M,Roland Garros,R128,Thiago Agustin Tirante,Botic Van De Zandschulp,6-2 4-6 6-3 6-4,Thiago Agustin Tirante,Botic Van De Zandschulp,69.0,98.0,1,51.0,77.0,12
20230530-W-Roland_Garros-R128-Arantxa_Rus-Julia_Grabher,20230530,W,Roland Garros,R128,Arantxa Rus,Julia Grabher,2-6 3-6,Julia Grabher,Arantxa Rus,63.0,86.0,3,68.0,61.0,9
20230530-W-Roland_Garros-R128-Linda_Noskova-Danka_Kovinic,20230530,W,Roland Garros,R128,Linda Noskova,Danka Kovinic,6-3 3-1,Linda Noskova,Danka Kovinic,67.0,86.0,2,51.0,94.0,1
20230531-M-Roland_Garros-R64-Novak_Djokovic-Marton_Fucsovics,20230531,M,Roland Garros,R64,Novak Djokovic,Marton Fucsovics,7-6 6-0 6-3,Novak Djokovic,Marton Fucsovics,65.0,89.0,4,59.0,85.0,6
20230601-W-Roland_Garros-R64-Anna_Lena_Friedsam-Ekaterina_Alexandrova,20230601,W,Roland Garros,R64,Anna Lena Friedsam,Ekaterina Alexandrova,2-6 0-6,Ekaterina Alexandrova,Anna Lena Friedsam,57.0,79.0,4,43.0,88.0,3
20230601-W-Roland_Garros-R64-Emma_Navarro-Bianca_Andreescu,20230601,W,Roland Garros,R64,Emma Navarro,Bianca Andreescu,1-6 4-6,Bianca Andreescu,Emma Navarro,52.0,89.0,3,71.0,92.0,1
20230603-M-Roland_Garros-R32-Alexander_Zverev-Frances_Tiafoe,20230603,M,Roland Garros,R32,Alexander Zverev,Frances Tiafoe,3-6 7-6 6-1 7-6,Alexander Zverev,Frances Tiafoe,65.0,80.0,10,71.0,95.0,2
20230605-M-Roland_Garros-R16-Yoshihito_Nishioka-Tomas_Martin_Etcheverry,20230605,M,Roland Garros,R16,Yoshihito Nishioka,Tomas Martin Etcheverry,6-7 0-6 1-6,Tomas Martin Etcheverry,Yoshihito Nishioka,58.0,94.0,2,66.0,100.0,0
20230606-M-Roland_Garros-QF-Stefanos_Tsitsipas-Carlos_Alcaraz,20230606,M,Roland Garros,QF,Stefanos Tsitsipas,Carlos Alcaraz,2-6 1-6 6-7,Carlos Alcaraz,Stefanos Tsitsipas,60.0,87.0,5,77.0,94.0,1
20230612-W-s_Hertogenbosch-R32-Ashlyn_Krueger-Rebecca_Peterson,20230612,W,s Hertogenbosch,R32,Ashlyn Krueger,Rebecca Peterson,6-1 6-2,Ashlyn Krueger,Rebecca Peterson,65.0,85.0,2,66.0,62.0,5
20230613-W-s_Hertogenbosch-R32-Zeynep_Sonmez-Bianca_Andreescu,20230613,W,s Hertogenbosch,R32,Zeynep Sonmez,Bianca Andreescu,4-6 4-6,Bianca Andreescu,Zeynep Sonmez,62.0,85.0,3,74.0,84.0,3
20230615-M-s_Hertogenbosch-R16-Adrian_Mannarino-Daniil_Medvedev,20230615,M,s Hertogenbosch,R16,Adrian Mannarino,Daniil Medvedev,4-6 6-4 6-2,Adrian Mannarino,Daniil Medvedev,54.0,97.0,1,58.0,84.0,5
20230618-M-s_Hertogenbosch-F-Tallon_Griekspoor-Jordan_Thompson,20230618,M,s Hertogenbosch,F,Tallon Griekspoor,Jordan Thompson,6-7 7-6 6-3,Tallon Griekspoor,Jordan Thompson,74.0,97.0,1,64.0,100.0,0
20230620-M-Queens_Club-R32-Arthur_Rinderknech-Carlos_Alcaraz,20230620,M,Queens Club,R32,Arthur Rinderknech,Carlos Alcaraz,6-4 5-7 6-7,Carlos Alcaraz,Arthur Rinderknech,70.0,100.0,0,67.0,100.0,0
20230620-M-Queens_Club-R32-Emil_Ruusuvuori-Grigor_Dimitrov,20230620,M,Queens Club,R32,Emil Ruusuvuori,Grigor Dimitrov,2-6 4-6,Grigor Dimitrov,Emil Ruusuvuori,47.0,83.0,5,51.0,100.0,0
20230620-M-Queens_Club-R32-Maxime_Cressy-Holger_Rune,20230620,M,Queens Club,R32,Maxime Cressy,Holger Rune,6-7 6-7,Holger Rune,Maxime Cressy,52.0,68.0,13,74.0,90.0,2
20230622-M-Queens_Club-R16-Carlos_Alcaraz-Jiri_Lehecka,20230622,M,Queens Club,R16,Carlos Alcaraz,Jiri Lehecka,6-2 6-3,Carlos Alcaraz,Jiri Lehecka,64.0,88.0,3,60.0,96.0,1
20230624-M-Halle-SF-Alexander_Bublik-Alexander_Zverev,20230624,M,Halle,SF,Alexander Bublik,Alexander Zverev,6-3 7-5,Alexander Bublik,Alexander Zverev,57.0,81.0,5,71.0,88.0,2
20230627-W-Bad_Homburg-R32-Emma_Navarro-Nadia_Podoroska,20230627,W,Bad Homburg,R32,Emma Navarro,Nadia Podoroska,6-2 6-0,Emma Navarro,Nadia Podoroska,68.0,83.0,2,61.0,84.0,3
20230703-M-Wimbledon-R128-Roberto_Bautista_Agut-Roman_Safiullin,20230703,M,Wimbledon,R128,Roberto Bautista Agut,Roman Safiullin,6-2 6-7 7-6 4-6 5-7,Roman Safiullin,Roberto Bautista Agut,69.0,95.0,3,65.0,85.0,9
