Player,Match,first_serve_pctg,second_serve_pctg,double_faults,win
Lorenzo Musetti,20230623-M-Queens_Club-QF-Lorenzo_Musetti-Holger_Rune,74.3,83.3,3,False
Holger Rune,20230623-M-Queens_Club-QF-Lorenzo_Musetti-Holger_Rune,65.4,89.3,3,True
Alexander Bublik,20230624-M-Halle-SF-Alexander_Bublik-Alexander_Zverev,56.7,73.1,7,True
Alexander Zverev,20230624-M-Halle-SF-Alexander_Bublik-Alexander_Zverev,70.9,87.5,2,False
Alexander Bublik,20230625-M-Halle-F-Alexander_Bublik-Andrey_Rublev,59.0,62.5,12,True
Andrey Rublev,20230625-M-Halle-F-Alexander_Bublik-Andrey_Rublev,67.5,92.0,2,False
Alexander Bublik,20230703-M-Wimbledon-R128-Alexander_Bublik-Mackenzie_Mcdonald,63.7,75.6,11,True
Mackenzie Mcdonald,20230703-M-Wimbledon-R128-Alexander_Bublik-Mackenzie_Mcdonald,63.1,84.6,8,False
Andrey Rublev,20230703-M-Wimbledon-R128-Andrey_Rublev-Max_Purcell,73.4,96.0,1,True
Max Purcell,20230703-M-Wimbledon-R128-Andrey_Rublev-Max_Purcell,63.4,88.5,3,False
Brandon Nakashima,20230703-M-Wimbledon-R128-Brandon_Nakashima-Jordan_Thompson,62.4,96.2,2,False
Jordan Thompson,20230703-M-Wimbledon-R128-Brandon_Nakashima-Jordan_Thompson,62.0,96.2,2,True
Casper Ruud,20230703-M-Wimbledon-R128-Casper_Ruud-Laurent_Lokoli,60.7,83.3,7,True
Laurent Lokoli,20230703-M-Wimbledon-R128-Casper_Ruud-Laurent_Lokoli,65.3,73.8,11,False
Daniel Elahi Galan,20230703-M-Wimbledon-R128-Daniel_Elahi_Galan-Yoshihito_Nishioka,58.6,88.9,4,True
Yoshihito Nishioka,20230703-M-Wimbledon-R128-Daniel_Elahi_Galan-Yoshihito_Nishioka,71.4,86.4,3,False
Emil Ruusuvuori,20230703-M-Wimbledon-R128-Emil_Ruusuvuori-Stan_Wawrinka,57.5,91.1,4,False
Stan Wawrinka,20230703-M-Wimbledon-R128-Emil_Ruusuvuori-Stan_Wawrinka,65.1,92.1,3,True
Hubert Hurkacz,20230703-M-Wimbledon-R128-Hubert_Hurkacz-Albert_Ramos,67.5,96.2,1,True
Albert Ramos,20230703-M-Wimbledon-R128-Hubert_Hurkacz-Albert_Ramos,75.0,85.0,3,False
Juan Manuel Cerundolo,20230703-M-Wimbledon-R128-Juan_Manuel_Cerundolo-Jannik_Sinner,62.1,90.9,3,False
Jannik Sinner,20230703-M-Wimbledon-R128-Juan_Manuel_Cerundolo-Jannik_Sinner,69.0,100.0,0,True
Roberto Bautista Agut,20230703-M-Wimbledon-R128-Roberto_Bautista_Agut-Roman_Safiullin,69.0,94.7,3,False
Roman Safiullin,20230703-M-Wimbledon-R128-Roberto_Bautista_Agut-Roman_Safiullin,64.7,85.0,9,True
Dominic Thiem,20230704-M-Wimbledon-R128-Dominic_Thiem-Stefanos_Tsitsipas,60.1,94.4,4,False
Stefanos Tsitsipas,20230704-M-Wimbledon-R128-Dominic_Thiem-Stefanos_Tsitsipas,64.7,94.4,3,True
Jeremy Chardy,20230704-M-Wimbledon-R128-Jeremy_Chardy-Carlos_Alcaraz,64.9,69.7,10,False
Carlos Alcaraz,20230704-M-Wimbledon-R128-Jeremy_Chardy-Carlos_Alcaraz,61.6,92.9,2,True
Alexander Shevchenko,20230705-M-Wimbledon-R128-Alexander_Shevchenko-Adrian_Mannarino,68.8,87.5,3,False
Adrian Mannarino,20230705-M-Wimbledon-R128-Alexander_Shevchenko-Adrian_Mannarino,63.7,82.8,5,True
Arthur Fery,20230705-M-Wimbledon-R128-Arthur_Fery-Daniil_Medvedev,61.4,100.0,0,False
Daniil Medvedev,20230705-M-Wimbledon-R128-Arthur_Fery-Daniil_Medvedev,64.4,90.3,3,True
Grigor Dimitrov,20230705-M-Wimbledon-R128-Grigor_Dimitrov-Sho_Shimabukuro,54.0,86.2,4,True
Sho Shimabukuro,20230705-M-Wimbledon-R128-Grigor_Dimitrov-Sho_Shimabukuro,50.7,91.9,3,False
Milos Raonic,20230705-M-Wimbledon-R128-Milos_Raonic-Dennis_Novak,70.4,94.6,2,True
Dennis Novak,20230705-M-Wimbledon-R128-Milos_Raonic-Dennis_Novak,56.9,92.5,4,False
Sebastian Korda,20230705-M-Wimbledon-R128-Sebastian_Korda-Jiri_Vesely,65.8,92.3,3,False
Jiri Vesely,20230705-M-Wimbledon-R128-Sebastian_Korda-Jiri_Vesely,66.4,77.6,11,True
Jannik Sinner,20230705-M-Wimbledon-R64-Jannik_Sinner-Diego_Schwartzman,56.6,97.2,1,True
Diego Schwartzman,20230705-M-Wimbledon-R64-Jannik_Sinner-Diego_Schwartzman,71.6,91.3,2,False
Adrian Mannarino,20230706-M-Wimbledon-R64-Adrian_Mannarino-Daniil_Medvedev,63.7,94.6,2,False
Daniil Medvedev,20230706-M-Wimbledon-R64-Adrian_Mannarino-Daniil_Medvedev,66.3,87.9,4,True
Jan Choinski,20230706-M-Wimbledon-R64-Jan_Choinski-Hubert_Hurkacz,71.3,94.3,2,False
Hubert Hurkacz,20230706-M-Wimbledon-R64-Jan_Choinski-Hubert_Hurkacz,67.0,96.6,1,True
Milos Raonic,20230706-M-Wimbledon-R64-Milos_Raonic-Tommy_Paul,62.7,84.9,8,False
Tommy Paul,20230706-M-Wimbledon-R64-Milos_Raonic-Tommy_Paul,59.2,92.2,4,True
Stefanos Tsitsipas,20230706-M-Wimbledon-R64-Stefanos_Tsitsipas-Andy_Murray,69.6,98.1,1,True
Andy Murray,20230706-M-Wimbledon-R64-Stefanos_Tsitsipas-Andy_Murray,60.3,97.1,2,False
Hubert Hurkacz,20230707-M-Wimbledon-R32-Hubert_Hurkacz-Lorenzo_Musetti,67.4,90.3,3,True
Lorenzo Musetti,20230707-M-Wimbledon-R32-Hubert_Hurkacz-Lorenzo_Musetti,68.0,78.8,7,False
Quentin Halys,20230707-M-Wimbledon-R32-Quentin_Halys-Jannik_Sinner,53.0,83.3,9,False
Jannik Sinner,20230707-M-Wimbledon-R32-Quentin_Halys-Jannik_Sinner,50.0,83.7,8,True
Alexandre Muller,20230707-M-Wimbledon-R64-Alexandre_Muller-Carlos_Alcaraz,68.3,97.4,1,False
Carlos Alcaraz,20230707-M-Wimbledon-R64-Alexandre_Muller-Carlos_Alcaraz,64.2,92.3,3,True
Carlos Alcaraz,20230708-M-Wimbledon-R32-Carlos_Alcaraz-Nicolas_Jarry,64.2,90.7,5,True
Nicolas Jarry,20230708-M-Wimbledon-R32-Carlos_Alcaraz-Nicolas_Jarry,77.4,90.9,3,False
Daniil Medvedev,20230708-M-Wimbledon-R32-Daniil_Medvedev-Marton_Fucsovics,76.4,83.3,5,True
Marton Fucsovics,20230708-M-Wimbledon-R32-Daniil_Medvedev-Marton_Fucsovics,57.1,92.2,4,False
Daniel Elahi Galan,20230709-M-Wimbledon-R16-Daniel_Elahi_Galan-Jannik_Sinner,62.2,93.8,3,False
Jannik Sinner,20230709-M-Wimbledon-R16-Daniel_Elahi_Galan-Jannik_Sinner,54.5,97.5,1,True
Hubert Hurkacz,20230709-M-Wimbledon-R16-Hubert_Hurkacz-Novak_Djokovic,72.6,90.0,4,False
Novak Djokovic,20230709-M-Wimbledon-R16-Hubert_Hurkacz-Novak_Djokovic,71.2,91.7,3,True
Jiri Lehecka,20230710-M-Wimbledon-R16-Jiri_Lehecka-Daniil_Medvedev,58.7,90.3,3,False
Daniil Medvedev,20230710-M-Wimbledon-R16-Jiri_Lehecka-Daniil_Medvedev,61.7,88.9,2,True
Matteo Berrettini,20230710-M-Wimbledon-R16-Matteo_Berrettini-Carlos_Alcaraz,70.6,100.0,0,False
Carlos Alcaraz,20230710-M-Wimbledon-R16-Matteo_Berrettini-Carlos_Alcaraz,63.2,84.6,6,True
Roman Safiullin,20230711-M-Wimbledon-QF-Roman_Safiullin-Jannik_Sinner,61.9,82.5,7,False
Jannik Sinner,20230711-M-Wimbledon-QF-Roman_Safiullin-Jannik_Sinner,54.5,95.0,2,True
Carlos Alcaraz,20230712-M-Wimbledon-QF-Carlos_Alcaraz-Holger_Rune,63.0,94.1,2,True
Holger Rune,20230712-M-Wimbledon-QF-Carlos_Alcaraz-Holger_Rune,57.7,92.7,3,False
Christopher Eubanks,20230712-M-Wimbledon-QF-Christopher_Eubanks-Daniil_Medvedev,70.4,78.7,10,False
Daniil Medvedev,20230712-M-Wimbledon-QF-Christopher_Eubanks-Daniil_Medvedev,69.4,86.8,5,True
Carlos Alcaraz,20230714-M-Wimbledon-SF-Carlos_Alcaraz-Daniil_Medvedev,72.2,86.4,3,True
Daniil Medvedev,20230714-M-Wimbledon-SF-Carlos_Alcaraz-Daniil_Medvedev,58.8,87.9,4,False
Novak Djokovic,20230714-M-Wimbledon-SF-Novak_Djokovic-Jannik_Sinner,58.9,100.0,0,True
Jannik Sinner,20230714-M-Wimbledon-SF-Novak_Djokovic-Jannik_Sinner,60.0,91.7,3,False
Novak Djokovic,20230716-M-Wimbledon-F-Novak_Djokovic-Carlos_Alcaraz,64.1,95.5,3,False
Carlos Alcaraz,20230716-M-Wimbledon-F-Novak_Djokovic-Carlos_Alcaraz,62.7,87.5,7,True
Dominic Thiem,20230717-M-Gstaad-R32-Dominic_Thiem-Alexandre_Muller,67.6,95.8,1,True
Alexandre Muller,20230717-M-Gstaad-R32-Dominic_Thiem-Alexandre_Muller,58.2,95.7,1,False
Alex Michelsen,20230718-M-Newport-R32-Alex_Michelsen-Maxime_Cressy,59.1,95.6,2,True
Maxime Cressy,20230718-M-Newport-R32-Alex_Michelsen-Maxime_Cressy,54.3,75.5,13,False
Hamad Medjedovic,20230719-M-Gstaad-R16-Hamad_Medjedovic-Dominic_Thiem,58.6,75.0,9,True
Dominic Thiem,20230719-M-Gstaad-R16-Hamad_Medjedovic-Dominic_Thiem,70.4,95.8,1,False
Casper Ruud,20230720-M-Bastad-R16-Casper_Ruud-Alexander_Shevchenko,53.4,85.2,4,True
Alexander Shevchenko,20230720-M-Bastad-R16-Casper_Ruud-Alexander_Shevchenko,65.5,89.5,2,False
Casper Ruud,20230721-M-Bastad-QF-Casper_Ruud-Sebastian_Ofner,51.6,93.5,2,True
Sebastian Ofner,20230721-M-Bastad-QF-Casper_Ruud-Sebastian_Ofner,61.5,96.0,1,False
Casper Ruud,20230722-M-Bastad-SF-Casper_Ruud-Lorenzo_Musetti,65.3,96.0,1,True
Lorenzo Musetti,20230722-M-Bastad-SF-Casper_Ruud-Lorenzo_Musetti,68.8,90.0,2,False
Titouan Droguet,20230723-M-Amersfoort_CH-F-Titouan_Droguet-Maximilian_Marterer,75.0,100.0,0,False
Maximilian Marterer,20230723-M-Amersfoort_CH-F-Titouan_Droguet-Maximilian_Marterer,57.1,100.0,0,True
Alex Michelsen,20230723-M-Newport-F-Alex_Michelsen-Adrian_Mannarino,63.0,85.0,3,False
Adrian Mannarino,20230723-M-Newport-F-Alex_Michelsen-Adrian_Mannarino,63.3,83.3,3,True
Andrey Rublev,20230727-M-Hamburg-R16-Andrey_Rublev-Daniel_Altmaier,66.7,94.1,1,False
Daniel Altmaier,20230727-M-Hamburg-R16-Andrey_Rublev-Daniel_Altmaier,55.1,90.9,2,True
Arthur Fils,20230728-M-Hamburg-QF-Arthur_Fils-Casper_Ruud,68.8,80.0,3,True
Casper Ruud,20230728-M-Hamburg-QF-Arthur_Fils-Casper_Ruud,67.9,100.0,0,False
Arthur Fils,20230729-M-Hamburg-SF-Arthur_Fils-Alexander_Zverev,66.1,94.7,1,False
Alexander Zverev,20230729-M-Hamburg-SF-Arthur_Fils-Alexander_Zverev,75.8,87.5,2,True
Laslo Djere,20230729-M-Hamburg-SF-Laslo_Djere-Zhizhen_Zhang,66.7,92.9,1,True
Zhizhen Zhang,20230729-M-Hamburg-SF-Laslo_Djere-Zhizhen_Zhang,74.4,100.0,0,False
Hubert Hurkacz,20230801-M-Washington-R32-Hubert_Hurkacz-Michael_Mmoh,70.3,94.7,2,False
Michael Mmoh,20230801-M-Washington-R32-Hubert_Hurkacz-Michael_Mmoh,60.2,88.9,5,True
Tommy Paul,20230803-M-Los_Cabos-QF-Tommy_Paul-Alex_De_Minaur,56.2,91.4,3,False
Alex De Minaur,20230803-M-Los_Cabos-QF-Tommy_Paul-Alex_De_Minaur,55.7,89.7,4,True
Christopher Eubanks,20230803-M-Washington-R16-Christopher_Eubanks-Jordan_Thompson,60.0,90.9,2,False
Jordan Thompson,20230803-M-Washington-R16-Christopher_Eubanks-Jordan_Thompson,76.9,100.0,0,True
Dominic Thiem,20230804-M-Kitzbuhel-SF-Dominic_Thiem-Laslo_Djere,61.1,91.4,5,True
Laslo Djere,20230804-M-Kitzbuhel-SF-Dominic_Thiem-Laslo_Djere,67.2,95.0,2,False
Sebastian Baez,20230805-M-Kitzbuhel-F-Sebastian_Baez-Dominic_Thiem,73.6,85.7,2,True
Dominic Thiem,20230805-M-Kitzbuhel-F-Sebastian_Baez-Dominic_Thiem,61.5,90.0,2,False
Stefanos Tsitsipas,20230805-M-Los_Cabos-F-Stefanos_Tsitsipas-Alex_De_Minaur,58.3,100.0,0,True
Alex De Minaur,20230805-M-Los_Cabos-F-Stefanos_Tsitsipas-Alex_De_Minaur,53.7,88.0,3,False
Taylor Fritz,20230805-M-Washington-SF-Taylor_Fritz-Tallon_Griekspoor,71.3,96.0,1,False
Tallon Griekspoor,20230805-M-Washington-SF-Taylor_Fritz-Tallon_Griekspoor,59.7,83.9,5,True
Daniel Evans,20230806-M-Washington-F-Daniel_Evans-Tallon_Griekspoor,62.5,95.8,1,True
Tallon Griekspoor,20230806-M-Washington-F-Daniel_Evans-Tallon_Griekspoor,64.3,85.0,3,False
Alexander Bublik,20230807-M-Canada_Masters-R64-Alexander_Bublik-Hubert_Hurkacz,54.2,69.7,10,False
Hubert Hurkacz,20230807-M-Canada_Masters-R64-Alexander_Bublik-Hubert_Hurkacz,66.1,90.5,2,True
Gregoire Barrere,20230807-M-Canada_Masters-R64-Gregoire_Barrere-Matteo_Berrettini,44.3,91.2,3,True
Matteo Berrettini,20230807-M-Canada_Masters-R64-Gregoire_Barrere-Matteo_Berrettini,79.1,88.9,1,False
Alejandro Davidovich Fokina,20230809-M-Canada_Masters-R32-Alejandro_Davidovich_Fokina-Alexander_Zverev,55.6,100.0,0,True
Alexander Zverev,20230809-M-Canada_Masters-R32-Alejandro_Davidovich_Fokina-Alexander_Zverev,50.0,66.7,6,False
Daniil Medvedev,20230809-M-Canada_Masters-R32-Daniil_Medvedev-Matteo_Arnaldi,70.5,72.2,5,True
Matteo Arnaldi,20230809-M-Canada_Masters-R32-Daniil_Medvedev-Matteo_Arnaldi,47.8,94.3,2,False
Hubert Hurkacz,20230809-M-Canada_Masters-R32-Hubert_Hurkacz-Miomir_Kecmanovic,67.1,92.6,2,True
Miomir Kecmanovic,20230809-M-Canada_Masters-R32-Hubert_Hurkacz-Miomir_Kecmanovic,51.7,88.1,5,False
Jannik Sinner,20230809-M-Canada_Masters-R32-Jannik_Sinner-Matteo_Berrettini,65.1,90.9,2,True
Matteo Berrettini,20230809-M-Canada_Masters-R32-Jannik_Sinner-Matteo_Berrettini,66.0,88.2,2,False
Stefanos Tsitsipas,20230809-M-Canada_Masters-R32-Stefanos_Tsitsipas-Gael_Monfils,66.7,86.4,3,False
Gael Monfils,20230809-M-Canada_Masters-R32-Stefanos_Tsitsipas-Gael_Monfils,59.3,70.8,7,True
Hubert Hurkacz,20230810-M-Canada_Masters-R16-Hubert_Hurkacz-Carlos_Alcaraz,52.3,98.1,1,False
Carlos Alcaraz,20230810-M-Canada_Masters-R16-Hubert_Hurkacz-Carlos_Alcaraz,59.4,97.4,1,True
Lorenzo Musetti,20230810-M-Canada_Masters-R16-Lorenzo_Musetti-Daniil_Medvedev,59.0,92.0,2,False
Daniil Medvedev,20230810-M-Canada_Masters-R16-Lorenzo_Musetti-Daniil_Medvedev,63.6,75.0,5,True
Daniil Medvedev,20230811-M-Canada_Masters-QF-Daniil_Medvedev-Alex_De_Minaur,54.0,82.5,7,False
Alex De Minaur,20230811-M-Canada_Masters-QF-Daniil_Medvedev-Alex_De_Minaur,57.1,100.0,0,True
Jannik Sinner,20230811-M-Canada_Masters-QF-Jannik_Sinner-Gael_Monfils,49.4,93.3,3,True
Gael Monfils,20230811-M-Canada_Masters-QF-Jannik_Sinner-Gael_Monfils,58.6,86.1,5,False
Carlos Alcaraz,20230812-M-Canada_Masters-QF-Carlos_Alcaraz-Tommy_Paul,65.7,82.4,6,False
Tommy Paul,20230812-M-Canada_Masters-QF-Carlos_Alcaraz-Tommy_Paul,62.1,97.0,1,True
Jannik Sinner,20230812-M-Canada_Masters-SF-Jannik_Sinner-Tommy_Paul,45.7,92.1,3,True
Tommy Paul,20230812-M-Canada_Masters-SF-Jannik_Sinner-Tommy_Paul,67.2,90.5,2,False
Jannik Sinner,20230813-M-Canada_Masters-F-Jannik_Sinner-Alex_De_Minaur,50.0,88.5,3,True
Alex De Minaur,20230813-M-Canada_Masters-F-Jannik_Sinner-Alex_De_Minaur,54.7,95.8,1,False
Emil Ruusuvuori,20230815-M-Cincinnati_Masters-R32-Emil_Ruusuvuori-Andrey_Rublev,62.8,87.0,7,True
Andrey Rublev,20230815-M-Cincinnati_Masters-R32-Emil_Ruusuvuori-Andrey_Rublev,50.7,87.9,8,False
Hubert Hurkacz,20230815-M-Cincinnati_Masters-R64-Hubert_Hurkacz-Thanasi_Kokkinakis,62.5,92.9,3,True
Thanasi Kokkinakis,20230815-M-Cincinnati_Masters-R64-Hubert_Hurkacz-Thanasi_Kokkinakis,56.7,91.8,5,False
Daniil Medvedev,20230816-M-Cincinnati_Masters-R32-Daniil_Medvedev-Lorenzo_Musetti,63.0,75.0,5,True
Lorenzo Musetti,20230816-M-Cincinnati_Masters-R32-Daniil_Medvedev-Lorenzo_Musetti,58.6,83.3,4,False
Hubert Hurkacz,20230816-M-Cincinnati_Masters-R32-Hubert_Hurkacz-Borna_Coric,54.0,95.0,2,True
Borna Coric,20230816-M-Cincinnati_Masters-R32-Hubert_Hurkacz-Borna_Coric,52.3,95.1,2,False
Daniil Medvedev,20230817-M-Cincinnati_Masters-R16-Daniil_Medvedev-Alexander_Zverev,54.4,82.9,7,False
Alexander Zverev,20230817-M-Cincinnati_Masters-R16-Daniil_Medvedev-Alexander_Zverev,69.4,90.9,3,True
Hubert Hurkacz,20230817-M-Cincinnati_Masters-R16-Hubert_Hurkacz-Stefanos_Tsitsipas,76.9,100.0,0,True
Stefanos Tsitsipas,20230817-M-Cincinnati_Masters-R16-Hubert_Hurkacz-Stefanos_Tsitsipas,55.3,90.5,2,False
Hubert Hurkacz,20230818-M-Cincinnati_Masters-QF-Hubert_Hurkacz-Alexei_Popyrin,69.6,94.1,1,True
Alexei Popyrin,20230818-M-Cincinnati_Masters-QF-Hubert_Hurkacz-Alexei_Popyrin,58.1,96.2,1,False
Novak Djokovic,20230818-M-Cincinnati_Masters-R16-Novak_Djokovic-Gael_Monfils,58.7,84.2,3,True
Gael Monfils,20230818-M-Cincinnati_Masters-R16-Novak_Djokovic-Gael_Monfils,52.7,76.9,6,False
Novak Djokovic,20230819-M-Cincinnati_Masters-QF-Novak_Djokovic-Taylor_Fritz,65.0,71.4,4,True
Taylor Fritz,20230819-M-Cincinnati_Masters-QF-Novak_Djokovic-Taylor_Fritz,52.3,81.0,4,False
Hubert Hurkacz,20230819-M-Cincinnati_Masters-SF-Hubert_Hurkacz-Carlos_Alcaraz,63.6,97.4,1,False
Carlos Alcaraz,20230819-M-Cincinnati_Masters-SF-Hubert_Hurkacz-Carlos_Alcaraz,65.9,96.8,1,True
Novak Djokovic,20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,57.0,90.9,5,True
Carlos Alcaraz,20230820-M-Cincinnati_Masters-F-Novak_Djokovic-Carlos_Alcaraz,64.7,89.4,5,False
Jiri Lehecka,20230826-M-Winston_Salem-F-Jiri_Lehecka-Sebastian_Baez,49.3,86.5,5,False
Sebastian Baez,20230826-M-Winston_Salem-F-Jiri_Lehecka-Sebastian_Baez,71.2,94.1,1,True
Casper Ruud,20230828-M-US_Open-R128-Casper_Ruud-Emilio_Nava,63.0,94.1,3,True
Emilio Nava,20230828-M-US_Open-R128-Casper_Ruud-Emilio_Nava,72.7,91.4,3,False
Dominic Thiem,20230828-M-US_Open-R128-Dominic_Thiem-Alexander_Bublik,59.3,84.8,5,True
Alexander Bublik,20230828-M-US_Open-R128-Dominic_Thiem-Alexander_Bublik,48.3,62.2,17,False
Gregoire Barrere,20230828-M-US_Open-R128-Gregoire_Barrere-Jakub_Mensik,59.8,92.2,4,False
Jakub Mensik,20230828-M-US_Open-R128-Gregoire_Barrere-Jakub_Mensik,54.3,93.2,4,True
Holger Rune,20230828-M-US_Open-R128-Holger_Rune-Roberto_Carballes_Baena,61.1,90.5,4,False
Roberto Carballes Baena,20230828-M-US_Open-R128-Holger_Rune-Roberto_Carballes_Baena,53.5,89.4,5,True
Jiri Lehecka,20230828-M-US_Open-R128-Jiri_Lehecka-Aslan_Karatsev,62.7,96.8,1,False
Aslan Karatsev,20230828-M-US_Open-R128-Jiri_Lehecka-Aslan_Karatsev,48.8,97.6,1,True
Stefanos Tsitsipas,20230828-M-US_Open-R128-Stefanos_Tsitsipas-Milos_Raonic,59.2,83.9,5,True
Milos Raonic,20230828-M-US_Open-R128-Stefanos_Tsitsipas-Milos_Raonic,47.6,81.8,8,False
Alexandre Muller,20230829-M-US_Open-R128-Alexandre_Muller-Novak_Djokovic,66.2,78.3,5,False
Novak Djokovic,20230829-M-US_Open-R128-Alexandre_Muller-Novak_Djokovic,55.0,81.5,5,True
Arthur Fils,20230829-M-US_Open-R128-Arthur_Fils-Tallon_Griekspoor,65.1,89.8,6,True
Tallon Griekspoor,20230829-M-US_Open-R128-Arthur_Fils-Tallon_Griekspoor,59.1,87.7,8,False
Attila Balazs,20230829-M-US_Open-R128-Attila_Balazs-Daniil_Medvedev,71.4,72.2,5,False
Daniil Medvedev,20230829-M-US_Open-R128-Attila_Balazs-Daniil_Medvedev,66.7,83.3,3,True
Dominik Koepfer,20230829-M-US_Open-R128-Dominik_Koepfer-Carlos_Alcaraz,65.5,89.5,2,True
Carlos Alcaraz,20230829-M-US_Open-R128-Dominik_Koepfer-Carlos_Alcaraz,72.7,100.0,0,False
Grigor Dimitrov,20230829-M-US_Open-R128-Grigor_Dimitrov-Alex_Molcan,60.9,88.9,8,True
Alex Molcan,20230829-M-US_Open-R128-Grigor_Dimitrov-Alex_Molcan,58.8,89.3,8,False
Hubert Hurkacz,20230829-M-US_Open-R128-Hubert_Hurkacz-Marc_Andrea_Huesler,66.0,91.7,4,True
Marc Andrea Huesler,20230829-M-US_Open-R128-Hubert_Hurkacz-Marc_Andrea_Huesler,61.9,85.7,8,False
John Isner,20230829-M-US_Open-R128-John_Isner-Facundo_Diaz_Acosta,63.9,100.0,0,True
Facundo Diaz Acosta,20230829-M-US_Open-R128-John_Isner-Facundo_Diaz_Acosta,66.4,84.2,6,False
Bernabe Zapata Miralles,20230830-M-US_Open-R64-Bernabe_Zapata_Miralles-Novak_Djokovic,68.8,92.0,2,False
Novak Djokovic,20230830-M-US_Open-R64-Bernabe_Zapata_Miralles-Novak_Djokovic,58.3,100.0,0,True
Casper Ruud,20230830-M-US_Open-R64-Casper_Ruud-Zhizhen_Zhang,64.1,96.2,2,False
Zhizhen Zhang,20230830-M-US_Open-R64-Casper_Ruud-Zhizhen_Zhang,65.5,92.7,3,True
Stefanos Tsitsipas,20230830-M-US_Open-R64-Stefanos_Tsitsipas-Dominic_Stricker,59.7,92.0,6,False
Dominic Stricker,20230830-M-US_Open-R64-Stefanos_Tsitsipas-Dominic_Stricker,57.7,92.2,6,True
Christopher Oconnell,20230831-M-US_Open-R64-Christopher_Oconnell-Daniil_Medvedev,60.6,98.1,1,False
Daniil Medvedev,20230831-M-US_Open-R64-Christopher_Oconnell-Daniil_Medvedev,54.1,80.0,10,True
Hubert Hurkacz,20230831-M-US_Open-R64-Hubert_Hurkacz-Jack_Draper,56.3,100.0,0,False
Jack Draper,20230831-M-US_Open-R64-Hubert_Hurkacz-Jack_Draper,58.6,86.1,5,True
John Isner,20230831-M-US_Open-R64-John_Isner-Michael_Mmoh,68.5,90.2,5,False
Michael Mmoh,20230831-M-US_Open-R64-John_Isner-Michael_Mmoh,71.9,88.9,5,True
Lloyd Harris,20230831-M-US_Open-R64-Lloyd_Harris-Carlos_Alcaraz,68.5,79.3,6,False
Carlos Alcaraz,20230831-M-US_Open-R64-Lloyd_Harris-Carlos_Alcaraz,63.5,97.4,1,True
Novak Djokovic,20230901-M-US_Open-R32-Novak_Djokovic-Laslo_Djere,65.4,90.9,4,True
Laslo Djere,20230901-M-US_Open-R32-Novak_Djokovic-Laslo_Djere,69.9,95.3,2,False
Rinky Hijikata,20230901-M-US_Open-R32-Rinky_Hijikata-Zhizhen_Zhang,58.3,90.0,5,True
Zhizhen Zhang,20230901-M-US_Open-R32-Rinky_Hijikata-Zhizhen_Zhang,59.0,94.5,3,False
Daniel Evans,20230902-M-US_Open-R32-Daniel_Evans-Carlos_Alcaraz,58.3,90.9,5,False
Carlos Alcaraz,20230902-M-US_Open-R32-Daniel_Evans-Carlos_Alcaraz,56.6,91.3,4,True
Jannik Sinner,20230902-M-US_Open-R32-Jannik_Sinner-Stan_Wawrinka,59.7,90.0,5,True
Stan Wawrinka,20230902-M-US_Open-R32-Jannik_Sinner-Stan_Wawrinka,48.6,92.7,4,False
Nicolas Jarry,20230902-M-US_Open-R32-Nicolas_Jarry-Alex_De_Minaur,62.0,88.9,3,False
Alex De Minaur,20230902-M-US_Open-R32-Nicolas_Jarry-Alex_De_Minaur,50.7,88.2,4,True
Sebastian Baez,20230902-M-US_Open-R32-Sebastian_Baez-Daniil_Medvedev,66.3,89.7,3,False
Daniil Medvedev,20230902-M-US_Open-R32-Sebastian_Baez-Daniil_Medvedev,61.7,84.8,7,True
Borna Gojo,20230903-M-US_Open-R16-Borna_Gojo-Novak_Djokovic,64.0,80.5,8,False
Novak Djokovic,20230903-M-US_Open-R16-Borna_Gojo-Novak_Djokovic,67.1,88.0,3,True
Rinky Hijikata,20230903-M-US_Open-R16-Rinky_Hijikata-Frances_Tiafoe,49.4,91.1,4,False
Frances Tiafoe,20230903-M-US_Open-R16-Rinky_Hijikata-Frances_Tiafoe,55.4,89.7,3,True
Taylor Fritz,20230903-M-US_Open-R16-Taylor_Fritz-Dominic_Stricker,56.1,88.4,5,True
Dominic Stricker,20230903-M-US_Open-R16-Taylor_Fritz-Dominic_Stricker,53.3,83.7,7,False
Tommy Paul,20230903-M-US_Open-R16-Tommy_Paul-Ben_Shelton,59.3,81.8,8,False
Ben Shelton,20230903-M-US_Open-R16-Tommy_Paul-Ben_Shelton,67.5,77.5,9,True
Daniil Medvedev,20230904-M-US_Open-R16-Daniil_Medvedev-Alex_De_Minaur,64.4,83.8,6,True
Alex De Minaur,20230904-M-US_Open-R16-Daniil_Medvedev-Alex_De_Minaur,52.6,95.6,2,False
Jannik Sinner,20230904-M-US_Open-R16-Jannik_Sinner-Alexander_Zverev,55.0,90.3,7,False
Alexander Zverev,20230904-M-US_Open-R16-Jannik_Sinner-Alexander_Zverev,69.8,87.8,6,True
Frances Tiafoe,20230905-M-US_Open-QF-Frances_Tiafoe-Ben_Shelton,56.6,92.5,4,False
Ben Shelton,20230905-M-US_Open-QF-Frances_Tiafoe-Ben_Shelton,58.3,75.6,11,True
Novak Djokovic,20230905-M-US_Open-QF-Novak_Djokovic-Taylor_Fritz,59.6,86.8,5,True
